time,moisture0,moisture1,moisture2,moisture3,moisture4
1861,0.33,0.33,0.52,0.24,0.11
1862,0.33,0.33,0.53,0.24,0.11
1863,0.33,0.33,0.52,0.24,0.11
1864,0.33,0.33,0.51,0.24,0.11
1865,0.33,0.33,0.51,0.23,0.11
1866,0.33,0.33,0.52,0.23,0.11
1867,0.33,0.32,0.51,0.23,0.11
1868,0.33,0.33,0.52,0.23,0.11
1869,0.33,0.32,0.51,0.23,0.11
1870,0.31,0.29,0.49,0.19,0.06
1871,0.29,0.27,0.49,0.16,0.05
1872,0.28,0.27,0.49,0.16,0.05
1873,0.28,0.26,0.48,0.15,0.05
1874,0.28,0.26,0.51,0.15,0.05
1875,0.28,0.26,0.52,0.14,0.05
1876,0.28,0.26,0.53,0.14,0.04
1877,0.28,0.26,0.52,0.13,0.05
1878,0.28,0.26,0.52,0.13,0.05
1879,0.28,0.25,0.51,0.14,0.04
1880,0.28,0.25,0.53,0.17,0.06
1881,0.28,0.25,0.51,0.13,0.04
1882,0.28,0.25,0.5,0.13,0.04
1883,0.28,0.25,0.51,0.13,0.04
1884,0.28,0.25,0.51,0.13,0.04
1885,0.28,0.25,0.5,0.13,0.04
1886,0.28,0.25,0.5,0.13,0.04
1887,0.28,0.25,0.49,0.13,0.04
1888,0.28,0.24,0.49,0.13,0.04
1889,0.28,0.24,0.49,0.13,0.04
1890,0.28,0.24,0.49,0.13,0.04
1891,0.28,0.25,0.5,0.13,0.04
1892,0.31,0.28,0.52,0.18,0.09
1893,0.3,0.26,0.51,0.17,0.06
1894,0.28,0.24,0.51,0.15,0.04
1895,0.29,0.25,0.51,0.16,0.05
1896,0.3,0.26,0.51,0.18,0.07
1897,0.31,0.27,0.52,0.2,0.08
1898,0.3,0.25,0.5,0.2,0.06
1899,0.3,0.25,0.51,0.2,0.06
1900,0.3,0.25,0.5,0.2,0.06
1901,0.3,0.26,0.49,0.17,0.03
1902,0.3,0.26,0.51,0.19,0.07
1903,0.31,0.26,0.51,0.2,0.08
1904,0.31,0.26,0.51,0.19,0.08
1905,0.31,0.27,0.52,0.19,0.08
1906,0.31,0.27,0.51,0.19,0.08
1907,0.31,0.27,0.52,0.19,0.08
1908,0.31,0.27,0.52,0.19,0.08
1909,0.32,0.27,0.51,0.19,0.08
1910,0.29,0.25,0.49,0.16,0.05
1911,0.31,0.27,0.51,0.18,0.08
1912,0.3,0.26,0.5,0.16,0.05
1913,0.28,0.24,0.48,0.14,0.04
1914,0.28,0.23,0.49,0.13,0.04
1915,0.28,0.23,0.49,0.13,0.04
1916,0.28,0.23,0.49,0.13,0.04
1917,0.27,0.23,0.49,0.13,0.04
1918,0.27,0.23,0.49,0.12,0.04
1919,0.28,0.23,0.48,0.12,0.04
1920,0.27,0.23,0.49,0.12,0.04
1921,0.27,0.23,0.49,0.12,0.04
1922,0.27,0.23,0.51,0.16,0.05
1923,0.27,0.22,0.49,0.12,0.04
1924,0.27,0.22,0.49,0.12,0.04
1925,0.27,0.22,0.48,0.12,0.04
1926,0.27,0.22,0.48,0.12,0.04
1927,0.27,0.22,0.48,0.12,0.04
1928,0.27,0.22,0.48,0.12,0.04
1929,0.27,0.22,0.48,0.13,0.04
1930,0.27,0.22,0.48,0.13,0.04
1931,0.27,0.22,0.48,0.13,0.04
1932,0.27,0.22,0.5,0.12,0.04
1933,0.27,0.22,0.5,0.13,0.04
1934,0.27,0.22,0.5,0.13,0.04
1935,0.27,0.22,0.49,0.15,0.04
1936,0.27,0.21,0.5,0.16,0.04
1937,0.27,0.21,0.49,0.16,0.03
1938,0.27,0.21,0.49,0.17,0.04
1939,0.27,0.21,0.49,0.17,0.04
1940,0.27,0.22,0.49,0.17,0.04
1941,0.27,0.22,0.49,0.17,0.04
1942,0.27,0.22,0.49,0.16,0.04
1943,0.27,0.26,0.51,0.19,0.05
1944,0.27,0.21,0.49,0.16,0.04
1945,0.27,0.21,0.49,0.16,0.03
1946,0.27,0.21,0.49,0.16,0.04
1947,0.27,0.21,0.49,0.16,0.03
1948,0.27,0.21,0.49,0.16,0.04
1949,0.27,0.21,0.5,0.16,0.03
1950,0.27,0.21,0.49,0.16,0.04
1951,0.27,0.21,0.49,0.16,0.04
1952,0.27,0.21,0.49,0.16,0.03
1953,0.25,0.19,0.48,0.13,0.02
1954,0.25,0.19,0.48,0.13,0.02
1955,0.25,0.19,0.48,0.14,0.02
1956,0.25,0.19,0.48,0.13,0.02
1957,0.25,0.19,0.48,0.13,0.02
1958,0.25,0.19,0.48,0.13,0.02
1959,0.25,0.19,0.48,0.13,0.02
1960,0.25,0.19,0.48,0.12,0.02
1961,0.25,0.19,0.48,0.12,0.02
1962,0.25,0.19,0.48,0.12,0.02
1963,0.25,0.19,0.49,0.11,0.02
1964,0.3,0.22,0.5,0.13,0.03
1965,0.25,0.19,0.5,0.11,0.02
1966,0.25,0.19,0.5,0.11,0.02
1967,0.25,0.19,0.5,0.11,0.02
1968,0.25,0.19,0.5,0.11,0.02
1969,0.25,0.18,0.51,0.11,0.02
1970,0.25,0.18,0.5,0.1,0.02
1971,0.25,0.18,0.5,0.11,0.02
1972,0.25,0.18,0.5,0.12,0.02
1973,0.25,0.18,0.5,0.13,0.02
1974,0.25,0.18,0.5,0.14,0.02
1975,0.25,0.18,0.5,0.14,0.02
1976,0.25,0.18,0.5,0.15,0.02
1977,0.25,0.18,0.5,0.14,0.02
1978,0.25,0.18,0.5,0.14,0.02
1979,0.25,0.18,0.5,0.14,0.02
1980,0.25,0.18,0.5,0.13,0.02
1981,0.25,0.18,0.5,0.13,0.02
1982,0.25,0.18,0.5,0.13,0.02
1983,0.25,0.18,0.5,0.13,0.02
1984,0.25,0.18,0.5,0.13,0.02
1985,0.25,0.23,0.5,0.15,0.03
1986,0.25,0.18,0.5,0.13,0.02
1987,0.25,0.18,0.5,0.12,0.02
1988,0.25,0.18,0.49,0.12,0.02
1989,0.25,0.18,0.49,0.12,0.02
1990,0.25,0.18,0.5,0.11,0.02
1991,0.25,0.18,0.49,0.11,0.02
1992,0.25,0.18,0.49,0.11,0.02
1993,0.25,0.19,0.5,0.11,0.02
1994,0.25,0.19,0.5,0.1,0.02
1995,0.25,0.2,0.5,0.1,0.02
1996,0.25,0.19,0.5,0.1,0.02
1997,0.25,0.19,0.5,0.1,0.02
1998,0.25,0.18,0.5,0.11,0.02
1999,0.25,0.18,0.5,0.11,0.02
2000,0.25,0.18,0.5,0.12,0.02
2001,0.25,0.18,0.5,0.13,0.02
2002,0.25,0.18,0.5,0.14,0.02
2003,0.25,0.18,0.5,0.13,0.02
2004,0.25,0.18,0.5,0.14,0.02
2005,0.25,0.18,0.5,0.13,0.02
2006,0.29,0.22,0.5,0.15,0.03
2007,0.25,0.18,0.5,0.13,0.02
2008,0.25,0.19,0.5,0.14,0.02
2009,0.25,0.19,0.5,0.14,0.02
2010,0.25,0.18,0.5,0.13,0.02
2011,0.25,0.18,0.5,0.13,0.02
2012,0.25,0.18,0.5,0.13,0.02
2013,0.25,0.18,0.5,0.13,0.02
2014,0.25,0.19,0.5,0.13,0.02
2015,0.25,0.19,0.5,0.12,0.02
2016,0.25,0.18,0.5,0.13,0.03
2017,0.25,0.18,0.5,0.12,0.02
2018,0.25,0.18,0.5,0.12,0.02
2019,0.25,0.18,0.5,0.12,0.02
2020,0.25,0.19,0.5,0.12,0.02
2021,0.25,0.19,0.5,0.12,0.02
2022,0.25,0.19,0.5,0.12,0.02
2023,0.25,0.19,0.5,0.11,0.02
2024,0.25,0.19,0.5,0.11,0.02
2025,0.25,0.19,0.5,0.11,0.02
2026,0.25,0.19,0.5,0.11,0.02
2027,0.29,0.23,0.5,0.12,0.03
2028,0.25,0.2,0.5,0.11,0.02
2029,0.25,0.2,0.5,0.11,0.02
2030,0.25,0.2,0.5,0.11,0.02
2031,0.25,0.2,0.5,0.11,0.02
2032,0.25,0.2,0.5,0.11,0.02
2033,0.25,0.2,0.5,0.12,0.02
2034,0.25,0.2,0.5,0.13,0.02
2035,0.25,0.2,0.5,0.13,0.02
2036,0.25,0.2,0.5,0.13,0.02
2037,0.25,0.2,0.5,0.13,0.02
2038,0.25,0.2,0.5,0.13,0.02
2039,0.25,0.19,0.49,0.13,0.02
2040,0.25,0.19,0.5,0.13,0.02
2041,0.25,0.19,0.5,0.13,0.02
2042,0.25,0.19,0.5,0.12,0.02
2043,0.25,0.19,0.5,0.12,0.02
2044,0.25,0.19,0.5,0.12,0.02
2045,0.25,0.19,0.5,0.12,0.02
2046,0.25,0.19,0.5,0.12,0.02
2047,0.25,0.19,0.5,0.11,0.02
2048,0.29,0.22,0.5,0.13,0.03
2049,0.25,0.19,0.5,0.11,0.02
2050,0.25,0.19,0.49,0.11,0.02
2051,0.25,0.19,0.49,0.11,0.02
2052,0.25,0.19,0.49,0.11,0.02
2053,0.25,0.19,0.5,0.11,0.02
2054,0.25,0.19,0.49,0.11,0.02
2055,0.25,0.19,0.5,0.11,0.02
2056,0.25,0.19,0.5,0.11,0.02
2057,0.25,0.18,0.5,0.11,0.02
2058,0.25,0.18,0.5,0.12,0.03
2059,0.25,0.18,0.5,0.12,0.02
2060,0.25,0.18,0.49,0.12,0.02
2061,0.25,0.18,0.49,0.12,0.02
2062,0.25,0.18,0.49,0.13,0.02
2063,0.25,0.18,0.49,0.13,0.02
2064,0.25,0.18,0.5,0.13,0.02
2065,0.25,0.18,0.5,0.13,0.02
2066,0.25,0.18,0.49,0.13,0.02
2067,0.25,0.18,0.49,0.13,0.02
2068,0.25,0.18,0.49,0.13,0.02
2069,0.28,0.2,0.49,0.14,0.03
2070,0.25,0.18,0.49,0.12,0.02
2071,0.25,0.18,0.49,0.12,0.02
2072,0.25,0.18,0.49,0.12,0.02
2073,0.25,0.18,0.49,0.12,0.02
2074,0.25,0.18,0.49,0.12,0.02
2075,0.25,0.18,0.49,0.12,0.02
2076,0.25,0.18,0.5,0.12,0.02
2077,0.25,0.18,0.5,0.12,0.02
2078,0.25,0.18,0.5,0.11,0.02
2079,0.25,0.18,0.5,0.15,0.03
2080,0.25,0.18,0.5,0.1,0.02
2081,0.25,0.18,0.5,0.1,0.02
2082,0.25,0.18,0.5,0.11,0.02
2083,0.25,0.18,0.5,0.11,0.02
2084,0.25,0.18,0.5,0.11,0.02
2085,0.25,0.18,0.5,0.11,0.02
2086,0.25,0.18,0.5,0.11,0.02
2087,0.25,0.18,0.5,0.11,0.02
2088,0.25,0.18,0.5,0.11,0.02
2089,0.25,0.18,0.5,0.11,0.02
2090,0.28,0.21,0.5,0.12,0.03
2091,0.25,0.18,0.52,0.1,0.02
2092,0.25,0.18,0.53,0.12,0.02
2093,0.25,0.18,0.52,0.13,0.02
2094,0.25,0.18,0.52,0.13,0.02
2095,0.25,0.18,0.52,0.14,0.02
2096,0.25,0.17,0.52,0.14,0.02
2097,0.25,0.17,0.52,0.14,0.02
2098,0.25,0.17,0.52,0.13,0.02
2099,0.25,0.17,0.52,0.13,0.02
2100,0.25,0.17,0.52,0.13,0.03
2101,0.25,0.17,0.51,0.13,0.02
2102,0.25,0.17,0.52,0.13,0.02
2103,0.25,0.17,0.52,0.13,0.02
2104,0.25,0.17,0.52,0.13,0.02
2105,0.25,0.17,0.52,0.13,0.02
2106,0.25,0.17,0.52,0.12,0.02
2107,0.25,0.17,0.51,0.13,0.02
2108,0.25,0.17,0.51,0.13,0.02
2109,0.25,0.17,0.51,0.13,0.02
2110,0.25,0.17,0.51,0.12,0.02
2111,0.27,0.2,0.51,0.13,0.03
2112,0.25,0.17,0.51,0.12,0.02
2113,0.25,0.17,0.51,0.12,0.02
2114,0.25,0.17,0.51,0.12,0.02
2115,0.25,0.17,0.51,0.11,0.02
2116,0.25,0.17,0.5,0.11,0.02
2117,0.25,0.17,0.5,0.11,0.02
2118,0.25,0.17,0.5,0.11,0.02
2119,0.25,0.18,0.5,0.11,0.02
2120,0.25,0.17,0.5,0.11,0.02
2121,0.25,0.18,0.5,0.16,0.03
2122,0.25,0.17,0.5,0.11,0.02
2123,0.25,0.18,0.5,0.11,0.02
2124,0.25,0.18,0.5,0.11,0.02
2125,0.25,0.18,0.5,0.12,0.02
2126,0.25,0.18,0.5,0.12,0.02
2127,0.25,0.18,0.5,0.12,0.02
2128,0.25,0.19,0.5,0.12,0.02
2129,0.25,0.2,0.5,0.12,0.02
2130,0.25,0.21,0.5,0.12,0.02
2131,0.25,0.22,0.5,0.13,0.02
2132,0.27,0.22,0.5,0.14,0.03
2133,0.25,0.2,0.5,0.13,0.02
2134,0.25,0.22,0.5,0.13,0.02
2135,0.25,0.24,0.5,0.12,0.02
2136,0.25,0.23,0.5,0.12,0.02
2137,0.25,0.19,0.5,0.12,0.02
2138,0.25,0.18,0.5,0.13,0.02
2139,0.25,0.18,0.5,0.13,0.02
2140,0.25,0.18,0.5,0.13,0.02
2141,0.25,0.18,0.5,0.13,0.02
2142,0.25,0.18,0.52,0.16,0.03
2143,0.25,0.18,0.5,0.13,0.02
2144,0.25,0.18,0.51,0.13,0.02
2145,0.25,0.18,0.51,0.13,0.02
2146,0.25,0.18,0.5,0.13,0.02
2147,0.25,0.18,0.5,0.14,0.02
2148,0.25,0.18,0.51,0.16,0.02
2149,0.25,0.19,0.51,0.15,0.02
2150,0.25,0.19,0.5,0.15,0.02
2151,0.25,0.19,0.5,0.14,0.02
2152,0.25,0.19,0.5,0.14,0.02
2153,0.25,0.19,0.5,0.13,0.02
2154,0.25,0.18,0.5,0.13,0.02
2155,0.25,0.18,0.5,0.13,0.02
2156,0.25,0.18,0.5,0.13,0.02
2157,0.25,0.18,0.5,0.12,0.02
2158,0.25,0.18,0.5,0.12,0.02
2159,0.25,0.18,0.5,0.12,0.02
2160,0.25,0.19,0.5,0.12,0.02
2161,0.25,0.18,0.5,0.12,0.02
2162,0.25,0.19,0.51,0.12,0.02
2163,0.25,0.24,0.51,0.15,0.03
2164,0.25,0.19,0.51,0.12,0.02
2165,0.25,0.18,0.5,0.12,0.02
2166,0.25,0.18,0.5,0.12,0.02
2167,0.25,0.18,0.5,0.12,0.02
2168,0.25,0.18,0.5,0.12,0.02
2169,0.25,0.18,0.5,0.12,0.02
2170,0.25,0.18,0.5,0.13,0.02
2171,0.25,0.18,0.5,0.13,0.02
2172,0.25,0.19,0.5,0.13,0.02
2173,0.25,0.19,0.5,0.13,0.02
2174,0.24,0.19,0.5,0.13,0.02
2175,0.25,0.19,0.5,0.13,0.02
2176,0.25,0.19,0.51,0.13,0.02
2177,0.25,0.19,0.51,0.13,0.02
2178,0.25,0.19,0.5,0.12,0.02
2179,0.24,0.19,0.51,0.12,0.02
2180,0.25,0.19,0.51,0.12,0.02
2181,0.25,0.19,0.5,0.12,0.02
2182,0.25,0.18,0.5,0.12,0.02
2183,0.25,0.19,0.5,0.12,0.02
2184,0.29,0.22,0.5,0.14,0.03
2185,0.25,0.19,0.5,0.12,0.02
2186,0.25,0.18,0.5,0.12,0.02
2187,0.25,0.19,0.5,0.12,0.02
2188,0.25,0.19,0.5,0.12,0.02
2189,0.25,0.19,0.5,0.12,0.02
2190,0.25,0.19,0.5,0.12,0.02
2191,0.25,0.19,0.5,0.11,0.02
2192,0.25,0.19,0.5,0.11,0.02
2193,0.25,0.19,0.5,0.11,0.02
2194,0.25,0.19,0.5,0.11,0.02
2195,0.25,0.19,0.5,0.11,0.02
2196,0.25,0.19,0.5,0.11,0.02
2197,0.25,0.19,0.5,0.11,0.02
2198,0.25,0.19,0.49,0.12,0.02
2199,0.25,0.19,0.49,0.12,0.02
2200,0.25,0.19,0.49,0.13,0.02
2201,0.25,0.29,0.49,0.13,0.02
2202,0.24,0.3,0.49,0.13,0.02
2203,0.25,0.31,0.49,0.14,0.02
2204,0.24,0.31,0.49,0.16,0.02
2205,0.28,0.33,0.5,0.17,0.03
2206,0.25,0.3,0.49,0.14,0.02
2207,0.24,0.3,0.49,0.14,0.02
2208,0.24,0.29,0.49,0.14,0.02
2209,0.25,0.29,0.49,0.13,0.02
2210,0.25,0.29,0.49,0.13,0.02
2211,0.25,0.28,0.49,0.12,0.02
2212,0.25,0.28,0.49,0.12,0.02
2213,0.25,0.27,0.49,0.12,0.02
2214,0.25,0.27,0.49,0.11,0.02
2215,0.25,0.26,0.49,0.11,0.02
2216,0.25,0.26,0.49,0.11,0.02
2217,0.25,0.25,0.49,0.1,0.02
2218,0.25,0.25,0.49,0.1,0.02
2219,0.25,0.25,0.49,0.1,0.02
2220,0.25,0.24,0.49,0.1,0.02
2221,0.25,0.24,0.49,0.11,0.02
2222,0.25,0.24,0.49,0.11,0.02
2223,0.25,0.23,0.49,0.11,0.02
2224,0.25,0.23,0.49,0.12,0.02
2225,0.25,0.22,0.49,0.12,0.02
2226,0.29,0.25,0.49,0.14,0.03
2227,0.25,0.22,0.49,0.13,0.02
2228,0.25,0.21,0.49,0.13,0.02
2229,0.25,0.21,0.5,0.12,0.02
2230,0.25,0.21,0.5,0.12,0.02
2231,0.25,0.2,0.5,0.12,0.02
2232,0.25,0.2,0.5,0.12,0.02
2233,0.25,0.2,0.5,0.12,0.02
2234,0.25,0.2,0.5,0.12,0.02
2235,0.25,0.2,0.5,0.12,0.02
2236,0.25,0.21,0.49,0.11,0.02
2237,0.25,0.22,0.49,0.11,0.02
2238,0.25,0.22,0.5,0.1,0.02
2239,0.25,0.22,0.5,0.1,0.02
2240,0.24,0.23,0.5,0.11,0.02
2241,0.24,0.22,0.5,0.11,0.02
2242,0.24,0.22,0.49,0.1,0.02
2243,0.25,0.22,0.49,0.1,0.02
2244,0.25,0.21,0.5,0.11,0.02
2245,0.25,0.21,0.49,0.11,0.02
2246,0.25,0.21,0.49,0.11,0.02
2247,0.28,0.23,0.49,0.12,0.03
2248,0.25,0.21,0.49,0.11,0.02
2249,0.24,0.21,0.49,0.11,0.02
2250,0.25,0.21,0.49,0.11,0.02
2251,0.24,0.21,0.49,0.12,0.02
2252,0.25,0.2,0.49,0.12,0.02
2253,0.25,0.2,0.5,0.13,0.02
2254,0.25,0.19,0.5,0.13,0.02
2255,0.25,0.18,0.5,0.13,0.02
2256,0.25,0.18,0.49,0.13,0.02
2257,0.25,0.19,0.49,0.13,0.03
2258,0.25,0.19,0.49,0.13,0.02
2259,0.25,0.18,0.49,0.13,0.02
2260,0.25,0.18,0.48,0.13,0.02
2261,0.25,0.18,0.49,0.12,0.02
2262,0.25,0.18,0.48,0.12,0.02
2263,0.25,0.18,0.49,0.12,0.02
2264,0.25,0.18,0.49,0.12,0.02
2265,0.25,0.18,0.49,0.12,0.02
2266,0.25,0.18,0.5,0.12,0.02
2267,0.24,0.18,0.5,0.11,0.02
2268,0.28,0.2,0.5,0.12,0.03
2269,0.25,0.18,0.5,0.1,0.02
2270,0.25,0.18,0.5,0.1,0.02
2271,0.24,0.18,0.49,0.1,0.02
2272,0.25,0.18,0.48,0.1,0.02
2273,0.25,0.17,0.49,0.1,0.02
2274,0.24,0.18,0.49,0.1,0.02
2275,0.24,0.18,0.49,0.1,0.02
2276,0.24,0.18,0.49,0.1,0.02
2277,0.24,0.18,0.49,0.1,0.02
2278,0.24,0.17,0.5,0.1,0.02
2279,0.24,0.17,0.5,0.1,0.02
2280,0.25,0.17,0.5,0.1,0.02
2281,0.24,0.17,0.5,0.1,0.02
2282,0.24,0.17,0.5,0.11,0.02
2283,0.25,0.17,0.5,0.11,0.02
2284,0.25,0.17,0.5,0.12,0.02
2285,0.25,0.17,0.5,0.13,0.02
2286,0.24,0.17,0.5,0.13,0.02
2287,0.25,0.17,0.49,0.13,0.02
2288,0.25,0.17,0.49,0.14,0.02
2289,0.27,0.2,0.49,0.15,0.03
2290,0.25,0.17,0.49,0.13,0.02
2291,0.25,0.17,0.49,0.13,0.02
2292,0.25,0.17,0.49,0.13,0.02
2293,0.24,0.17,0.49,0.13,0.02
2294,0.24,0.17,0.48,0.13,0.02
2295,0.25,0.17,0.48,0.13,0.02
2296,0.25,0.17,0.49,0.12,0.02
2297,0.24,0.17,0.5,0.12,0.02
2298,0.25,0.17,0.52,0.12,0.02
2299,0.24,0.17,0.52,0.12,0.03
2300,0.24,0.18,0.52,0.12,0.02
2301,0.24,0.22,0.52,0.12,0.02
2302,0.24,0.2,0.52,0.12,0.02
2303,0.24,0.19,0.51,0.12,0.02
2304,0.24,0.19,0.52,0.11,0.02
2305,0.24,0.18,0.51,0.11,0.02
2306,0.24,0.18,0.51,0.11,0.02
2307,0.24,0.18,0.51,0.11,0.02
2308,0.25,0.18,0.52,0.11,0.02
2309,0.24,0.18,0.51,0.11,0.02
2310,0.26,0.19,0.51,0.12,0.03
2311,0.24,0.17,0.51,0.1,0.02
2312,0.24,0.17,0.51,0.11,0.02
2313,0.25,0.17,0.51,0.11,0.02
2314,0.24,0.17,0.51,0.11,0.02
2315,0.25,0.18,0.51,0.11,0.02
2316,0.24,0.18,0.51,0.11,0.02
2317,0.25,0.17,0.51,0.11,0.02
2318,0.24,0.17,0.51,0.11,0.02
2319,0.24,0.17,0.51,0.11,0.02
2320,0.24,0.17,0.51,0.15,0.03
2321,0.24,0.17,0.51,0.12,0.02
2322,0.24,0.17,0.51,0.11,0.02
2323,0.24,0.17,0.51,0.11,0.02
2324,0.24,0.16,0.51,0.12,0.02
2325,0.24,0.16,0.51,0.13,0.02
2326,0.24,0.16,0.5,0.14,0.02
2327,0.24,0.17,0.5,0.14,0.02
2328,0.24,0.16,0.5,0.14,0.02
2329,0.24,0.16,0.5,0.14,0.02
2330,0.24,0.16,0.5,0.14,0.02
2331,0.27,0.19,0.5,0.15,0.03
2332,0.24,0.16,0.5,0.13,0.02
2333,0.24,0.16,0.5,0.13,0.02
2334,0.24,0.16,0.5,0.13,0.02
2335,0.24,0.16,0.5,0.13,0.02
2336,0.24,0.15,0.5,0.13,0.02
2337,0.24,0.15,0.5,0.13,0.02
2338,0.24,0.15,0.5,0.12,0.02
2339,0.25,0.15,0.5,0.12,0.02
2340,0.24,0.15,0.49,0.12,0.02
2341,0.24,0.15,0.49,0.12,0.03
2342,0.24,0.15,0.49,0.12,0.02
2343,0.24,0.15,0.49,0.12,0.02
2344,0.24,0.15,0.49,0.12,0.02
2345,0.24,0.15,0.49,0.12,0.02
2346,0.24,0.15,0.49,0.11,0.02
2347,0.24,0.15,0.49,0.11,0.02
2348,0.24,0.15,0.5,0.11,0.02
2349,0.24,0.15,0.5,0.1,0.02
2350,0.24,0.15,0.5,0.1,0.02
2351,0.24,0.15,0.49,0.1,0.02
2352,0.26,0.17,0.49,0.12,0.03
2353,0.24,0.14,0.5,0.11,0.02
2354,0.25,0.14,0.5,0.11,0.02
2355,0.25,0.14,0.5,0.12,0.02
2356,0.25,0.14,0.49,0.13,0.02
2357,0.25,0.14,0.49,0.13,0.02
2358,0.25,0.14,0.49,0.13,0.02
2359,0.25,0.14,0.49,0.13,0.02
2360,0.25,0.14,0.5,0.14,0.02
2361,0.25,0.14,0.5,0.14,0.02
2362,0.25,0.19,0.5,0.16,0.03
2363,0.25,0.14,0.5,0.13,0.02
2364,0.25,0.14,0.5,0.13,0.02
2365,0.24,0.14,0.5,0.13,0.02
2366,0.25,0.14,0.49,0.13,0.02
2367,0.25,0.15,0.5,0.12,0.02
2368,0.24,0.15,0.5,0.12,0.02
2369,0.24,0.15,0.5,0.12,0.02
2370,0.24,0.15,0.49,0.12,0.02
2371,0.24,0.15,0.49,0.11,0.02
2372,0.24,0.16,0.49,0.15,0.03
2373,0.24,0.16,0.5,0.11,0.02
2374,0.24,0.17,0.49,0.11,0.02
2375,0.24,0.16,0.49,0.1,0.02
2376,0.24,0.15,0.49,0.11,0.02
2377,0.24,0.15,0.49,0.1,0.02
2378,0.24,0.15,0.49,0.1,0.02
2379,0.24,0.14,0.49,0.1,0.02
2380,0.24,0.14,0.49,0.1,0.02
2381,0.24,0.14,0.49,0.1,0.02
2382,0.24,0.14,0.5,0.1,0.02
2383,0.24,0.14,0.5,0.1,0.02
2384,0.24,0.14,0.5,0.1,0.02
2385,0.24,0.15,0.5,0.1,0.02
2386,0.24,0.16,0.5,0.1,0.02
2387,0.24,0.16,0.5,0.1,0.02
2388,0.24,0.14,0.5,0.1,0.02
2389,0.24,0.14,0.5,0.1,0.02
2390,0.24,0.14,0.5,0.11,0.02
2391,0.24,0.14,0.5,0.12,0.02
2392,0.24,0.16,0.5,0.12,0.02
2393,0.28,0.19,0.51,0.15,0.03
2394,0.24,0.14,0.51,0.15,0.02
2395,0.24,0.14,0.5,0.15,0.02
2396,0.24,0.14,0.5,0.15,0.02
2397,0.24,0.15,0.5,0.16,0.02
2398,0.24,0.21,0.5,0.15,0.02
2399,0.24,0.21,0.5,0.15,0.02
2400,0.24,0.21,0.5,0.14,0.02
2401,0.24,0.21,0.5,0.14,0.02
2402,0.24,0.22,0.5,0.13,0.02
2403,0.24,0.22,0.51,0.16,0.03
2404,0.24,0.23,0.5,0.13,0.02
2405,0.24,0.23,0.5,0.13,0.02
2406,0.24,0.23,0.49,0.13,0.02
2407,0.24,0.23,0.49,0.12,0.02
2408,0.24,0.24,0.49,0.12,0.02
2409,0.24,0.24,0.49,0.12,0.02
2410,0.24,0.24,0.49,0.12,0.02
2411,0.24,0.36,0.49,0.11,0.02
2412,0.24,0.51,0.49,0.11,0.02
2413,0.24,0.58,0.49,0.11,0.02
2414,0.24,0.54,0.49,0.11,0.02
2415,0.24,0.67,0.49,0.1,0.02
2416,0.24,0.59,0.49,0.11,0.02
2417,0.24,0.75,0.5,0.1,0.02
2418,0.24,0.74,0.5,0.1,0.02
2419,0.24,0.67,0.5,0.11,0.02
2420,0.24,0.68,0.5,0.1,0.02
2421,0.24,0.66,0.5,0.1,0.02
2422,0.24,0.67,0.49,0.1,0.02
2423,0.24,0.54,0.5,0.1,0.02
2424,0.26,0.62,0.5,0.11,0.03
2425,0.24,0.59,0.5,0.1,0.02
2426,0.24,0.62,0.5,0.1,0.02
2427,0.24,0.65,0.5,0.1,0.02
2428,0.24,0.67,0.5,0.1,0.02
2429,0.24,0.67,0.5,0.1,0.02
2430,0.25,0.69,0.5,0.1,0.02
2431,0.25,0.7,0.5,0.1,0.02
2432,0.25,0.7,0.5,0.11,0.02
2433,0.25,0.69,0.51,0.13,0.02
2434,0.28,0.67,0.5,0.15,0.03
2435,0.24,0.71,0.5,0.14,0.02
2436,0.24,0.74,0.5,0.14,0.02
2437,0.24,0.72,0.5,0.14,0.02
2438,0.24,0.68,0.5,0.15,0.02
2439,0.24,0.7,0.5,0.16,0.02
2440,0.24,0.71,0.5,0.15,0.02
2441,0.24,0.74,0.5,0.14,0.02
2442,0.24,0.74,0.5,0.14,0.02
2443,0.24,0.67,0.5,0.13,0.03
2444,0.24,0.67,0.5,0.17,0.03
2445,0.24,0.68,0.5,0.13,0.02
2446,0.24,0.66,0.5,0.13,0.02
2447,0.24,0.63,0.5,0.12,0.02
2448,0.24,0.7,0.5,0.12,0.02
2449,0.24,0.62,0.5,0.12,0.02
2450,0.24,0.67,0.5,0.12,0.02
2451,0.24,0.71,0.51,0.12,0.02
2452,0.24,0.66,0.51,0.11,0.02
2453,0.24,0.68,0.51,0.11,0.02
2454,0.24,0.62,0.51,0.11,0.02
2455,0.24,0.55,0.51,0.11,0.02
2456,0.24,0.61,0.51,0.1,0.02
2457,0.24,0.63,0.51,0.1,0.02
2458,0.24,0.61,0.51,0.1,0.02
2459,0.24,0.61,0.51,0.1,0.02
2460,0.24,0.62,0.51,0.1,0.02
2461,0.24,0.62,0.51,0.1,0.02
2462,0.24,0.59,0.51,0.1,0.02
2463,0.24,0.57,0.5,0.1,0.02
2464,0.24,0.49,0.51,0.1,0.02
2465,0.26,0.49,0.51,0.11,0.03
2466,0.24,0.56,0.51,0.1,0.03
2467,0.24,0.42,0.51,0.1,0.02
